result,table,_start,_stop,_time,_value,_field,_measurement,sensor
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:41:12.051900+00:00,54.8809289932251,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:41:13.066195+00:00,55.02403974533081,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:41:13.573529+00:00,55.23257255554199,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:41:14.080986+00:00,55.89497089385986,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:23.288514+00:00,55.919504165649414,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:24.301942+00:00,55.39203882217407,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:25.315630+00:00,54.90955114364624,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:25.822986+00:00,54.7296404838562,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:26.837420+00:00,54.15719747543335,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:27.850078+00:00,53.711509704589844,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:28.863727+00:00,53.15542221069336,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:29.369928+00:00,52.8364896774292,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:29.877075+00:00,52.689290046691895,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:30.384267+00:00,51.94511413574219,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:31.397860+00:00,51.44627094268799,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:32.411465+00:00,50.96787214279175,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:33.424178+00:00,50.935161113739014,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:33.932397+00:00,50.62849521636963,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:34.440651+00:00,50.44858455657959,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:34.947086+00:00,50.06014108657837,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:35.959843+00:00,49.688053131103516,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:37.479861+00:00,48.90298843383789,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:37.986100+00:00,48.67810010910034,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:39.505865+00:00,47.89303541183472,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:40.014235+00:00,47.659969329833984,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:41.545786+00:00,46.85037136077881,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:42.048159+00:00,46.63366079330444,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:43.562027+00:00,45.44788599014282,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:45.585455+00:00,44.86726522445679,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:46.092384+00:00,44.59739923477173,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:47.610089+00:00,43.82460117340088,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:48.116928+00:00,43.65286827087402,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:49.129398+00:00,43.64060163497925,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:49.633245+00:00,43.203091621398926,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:50.647998+00:00,42.3198938369751,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:51.659682+00:00,41.837406158447266,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:52.165236+00:00,41.61660671234131,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:52.673348+00:00,41.43669605255127,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:54.704732+00:00,41.16683006286621,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:55.202315+00:00,40.44309854507446,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:55.708432+00:00,40.222299098968506,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:56.214888+00:00,39.968788623809814,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:56.720582+00:00,39.265501499176025,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:57.227979+00:00,39.04061317443848,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:57.734003+00:00,38.856613636016846,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:55:58.240831+00:00,38.65625858306885,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:00.261953+00:00,38.40683698654175,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:00.768977+00:00,38.15741539001465,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:01.274743+00:00,37.466394901275635,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:01.780721+00:00,37.216973304748535,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:02.285474+00:00,36.52595281600952,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:03.298350+00:00,36.52186393737793,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:03.886928+00:00,36.24382019042969,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:04.310627+00:00,36.01893186569214,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:04.816385+00:00,35.77768802642822,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:05.415124+00:00,35.47511100769043,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:05.930365+00:00,35.188889503479004,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:06.965140+00:00,34.69822406768799,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:08.357615+00:00,34.46924686431885,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:08.863200+00:00,34.187114238739014,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:09.369427+00:00,33.83547067642212,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:09.875865+00:00,33.63511562347412,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:10.381212+00:00,33.393871784210205,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:10.887295+00:00,33.10765027999878,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:11.392456+00:00,32.08543062210083,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:12.908997+00:00,31.304454803466797,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:13.920649+00:00,30.748367309570312,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:15.436638+00:00,30.527567863464355,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:15.941526+00:00,30.22090196609497,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:16.448669+00:00,29.99192476272583,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:16.951307+00:00,29.775214195251465,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:18.469745+00:00,29.46854829788208,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:18.975742+00:00,28.245973587036133,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:20.491139+00:00,28.000640869140625,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:20.998231+00:00,27.653086185455322,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:22.008258+00:00,26.818954944610596,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:22.513773+00:00,26.55317783355713,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:23.710034+00:00,26.500022411346436,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:24.321048+00:00,26.23424530029297,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:25.051512+00:00,26.2178897857666,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:25.545826+00:00,25.07709264755249,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:26.051181+00:00,24.766337871551514,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:27.566893+00:00,24.480116367340088,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:29.081247+00:00,23.29843044281006,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:29.589600+00:00,23.081719875335693,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:30.598760+00:00,22.995853424072266,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:31.102511+00:00,22.721898555755615,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:31.607396+00:00,22.108566761016846,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:32.112097+00:00,21.761012077331543,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:33.132371+00:00,21.699678897857666,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:34.131486+00:00,20.82056999206543,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:35.645500+00:00,20.493459701538086,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:36.655154+00:00,20.48119306564331,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:37.665861+00:00,19.54483985900879,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:38.675025+00:00,18.63301992416382,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:40.188347+00:00,18.25275421142578,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:40.693637+00:00,17.5453782081604,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:42.205926+00:00,17.287778854370117,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:43.214780+00:00,16.306447982788086,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:44.223959+00:00,16.298270225524902,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:44.727787+00:00,16.08973741531372,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:45.739147+00:00,16.02022647857666,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:46.242796+00:00,15.280139446258545,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:46.747819+00:00,14.605474472045898,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:48.260272+00:00,14.270186424255371,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:49.271530+00:00,14.253830909729004,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:49.777486+00:00,13.56281042098999,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:50.285981+00:00,12.818634510040283,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:50.792161+00:00,12.115347385406494,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:53.312727+00:00,11.780059337615967,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:53.818411+00:00,11.027705669403076,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:54.322815+00:00,10.385751724243164,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:55.330438+00:00,10.365307331085205,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:56.844352+00:00,9.985041618347168,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:57.349781+00:00,9.314465522766113,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:58.356999+00:00,9.310376644134521,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:58.862501+00:00,8.688867092132568,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:56:59.366941+00:00,8.28406810760498,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:57:00.879637+00:00,7.683002948760986,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:57:02.393414+00:00,5.990207195281982,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:57:52.866004+00:00,6.362295150756836,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:57:53.370742+00:00,6.366384029388428,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:57:53.875548+00:00,7.703447341918945,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:57:58.405121+00:00,8.320868015289307,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:57:59.917761+00:00,10.729217529296875,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:59:54.445348+00:00,10.753750801086426,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:59:56.967806+00:00,11.064505577087402,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:59:58.475188+00:00,11.416149139404297,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:59:58.992701+00:00,12.524235248565674,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 15:59:59.484346+00:00,13.207077980041504,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:02.004042+00:00,15.251517295837402,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:04.538291+00:00,15.308761596679688,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:05.594438+00:00,16.600847244262695,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:08.052682+00:00,18.232309818267822,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:13.095505+00:00,19.54892873764038,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:14.606649+00:00,19.851505756378174,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:15.617077+00:00,19.86377239227295,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:16.123639+00:00,20.194971561431885,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:00:17.638080+00:00,21.761012077331543,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:03:06.115945+00:00,22.73416519165039,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:03:07.520756+00:00,23.057186603546143,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:03:10.548308+00:00,23.609185218811035,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:03:11.053497+00:00,23.932206630706787,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:03:11.559385+00:00,25.081181526184082,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:07.284917+00:00,25.66589117050171,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:08.713801+00:00,25.98482370376587,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:09.218668+00:00,27.10108757019043,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:10.733309+00:00,27.411842346191406,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:12.249649+00:00,27.710330486297607,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:12.753160+00:00,28.85521650314331,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:13.259163+00:00,30.01236915588379,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:14.773087+00:00,31.071388721466064,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:18.832304+00:00,31.81556463241577,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:20.834244+00:00,32.33894109725952,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:21.340280+00:00,32.61289596557617,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:21.846787+00:00,32.870495319366455,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:22.856689+00:00,33.42249393463135,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:23.365566+00:00,33.688271045684814,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:24.877697+00:00,33.92951488494873,value,metricas,distribucion_pos_cm
_result,3,1970-01-01 00:00:00+00:00,2023-08-31 23:16:03.116458+00:00,2023-09-14 16:14:25.387697+00:00,34.17893648147583,value,metricas,distribucion_pos_cm
